idPlayer,namePlayer,dateBirth,numberJersey,idTeam,teamName,slugTeam,cityTeam,slugPlayer,yearSeasonFirst,yearSeasonLast,yearDraft,numberRound,numberOverallPick,slugSeason,nameSchool,nameOrganizationFrom,heightInches,weightLBS,countSeasonsPlayed,pts,ast,treb,countAllStarGames,ratioPIE,urlNBAAPI,nameFirst,nameLast,namePlayerAbbr,codeTeam,urlPlayerStats,urlPlayerThumbnail,urlPlayerHeadshot,urlPlayerActionPhoto,urlPlayerPhoto
203994,Jusuf Nurkic,1994-08-23,27,1610612757,Trail Blazers,POR,Portland,jusuf_nurkic,2015,2020,2014,1,16,2019-20,"",Cedevita Zagreb (Croatia)/Bosnia and Herzegovina,84,290,5,22,4.3,11,,0.158,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203994,Jusuf,Nurkic,J. Nurkic,blazers,https://stats.nba.com/player/203994,https://stats.nba.com/media/players/230x185/203994.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203994.png,https://stats.nba.com/media/players/700/203994.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203994.png
203996,Damien Inglis,1995-05-20,17,1610612749,Bucks,MIL,Milwaukee,damien_inglis,2015,2016,2014,2,31,career,"",France,80,246,1,1.8,0.5,1.6,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203996,Damien,Inglis,D. Inglis,bucks,https://stats.nba.com/player/203996,https://stats.nba.com/media/players/230x185/203996.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203996.png,https://stats.nba.com/media/players/700/203996.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203996.png
204014,Damjan Rudez,1986-06-17,3,1610612754,Pacers,IND,Indiana,damjan_rudez,2015,2017,,,,career,"",Croatia,82,228,3,3.3,0.6,0.6,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=204014,Damjan,Rudez,D. Rudez,pacers,https://stats.nba.com/player/204014,https://stats.nba.com/media/players/230x185/204014.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204014.png,https://stats.nba.com/media/players/700/204014.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204014.png
204020,Tyler Johnson,1992-05-07,8,1610612751,Nets,BKN,Brooklyn,tyler_johnson,2015,2020,,,,2019-20,Fresno State,Fresno State/USA,75,186,5,6,1.8,1.9,,0.054,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=204020,Tyler,Johnson,T. Johnson,nets,https://stats.nba.com/player/204020,https://stats.nba.com/media/players/230x185/204020.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204020.png,https://stats.nba.com/media/players/700/204020.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204020.png
204028,Tarik Black,1991-11-22,28,1610612747,Lakers,LAL,Los Angeles,tarik_black,2015,2018,,,,career,Kansas,Kansas/USA,81,250,4,4.9,0.5,4.7,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=204028,Tarik,Black,T. Black,lakers,https://stats.nba.com/player/204028,https://stats.nba.com/media/players/230x185/204028.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204028.png,https://stats.nba.com/media/players/700/204028.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204028.png
204037,Travis Wear,1990-09-21,21,1610612752,Knicks,NYK,New York,travis_wear,2015,2018,,,,career,UCLA,UCLA/USA,82,225,2,4,0.7,2.1,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=204037,Travis,Wear,T. Wear,knicks,https://stats.nba.com/player/204037,https://stats.nba.com/media/players/230x185/204037.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204037.png,https://stats.nba.com/media/players/700/204037.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204037.png
204038,Langston Galloway,1991-12-09,9,1610612765,Pistons,DET,Detroit,langston_galloway,2015,2020,,,,2019-20,"",St. Joseph's (PA)/USA,73,200,5,10.3,1.5,2.3,,0.075,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=204038,Langston,Galloway,L. Galloway,pistons,https://stats.nba.com/player/204038,https://stats.nba.com/media/players/230x185/204038.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204038.png,https://stats.nba.com/media/players/700/204038.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204038.png
204054,Zoran Dragic,1989-06-22,12,1610612748,Heat,MIA,Miami,zoran_dragic,2015,2015,,,,career,"",Slovenia,77,200,0,1.8,0.3,0.5,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=204054,Zoran,Dragic,Z. Dragic,heat,https://stats.nba.com/player/204054,https://stats.nba.com/media/players/230x185/204054.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204054.png,https://stats.nba.com/media/players/700/204054.png,https://stats.nba.com/media/players/230x185/204054.png
201619,Sasha Kaun,1985-05-08,14,1610612739,Cavaliers,CLE,Cleveland,sasha_kaun,2009,2016,2008,2,56,career,Kansas,Kansas/Russia,83,260,1,0.9,0.1,1,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201619,Sasha,Kaun,S. Kaun,cavaliers,https://stats.nba.com/player/201619,https://stats.nba.com/media/players/230x185/201619.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201619.png,https://stats.nba.com/media/players/700/201619.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201619.png
202353,Tibor Pleiss,1989-11-02,21,1610612762,Jazz,UTA,Utah,tibor_pleiss,2016,2016,2010,2,31,career,"",Germany,87,256,1,2,0.2,1.3,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=202353,Tibor,Pleiss,T. Pleiss,jazz,https://stats.nba.com/player/202353,https://stats.nba.com/media/players/230x185/202353.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202353.png,https://stats.nba.com/media/players/700/202353.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202353.png
202357,Nemanja Bjelica,1988-05-09,88,1610612758,Kings,SAC,Sacramento,nemanja_bjelica,2016,2020,2010,2,35,2019-20,"",Fenerbahce Ulker/Serbia,82,234,4,11.7,2.7,6.4,,0.102,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=202357,Nemanja,Bjelica,N. Bjelica,kings,https://stats.nba.com/player/202357,https://stats.nba.com/media/players/230x185/202357.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202357.png,https://stats.nba.com/media/players/700/202357.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202357.png
202407,Elijah Millsap,1987-08-12,22,1610612762,Jazz,UTA,Utah,elijah_millsap,2015,2017,,,,career,"",Alabama-Birmingham/USA,79,215,3,4.2,1.1,2.8,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=202407,Elijah,Millsap,E. Millsap,jazz,https://stats.nba.com/player/202407,https://stats.nba.com/media/players/230x185/202407.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202407.png,https://stats.nba.com/media/players/700/202407.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202407.png
203128,Furkan Aldemir,1991-08-09,19,1610612755,76ers,PHI,Philadelphia,furkan_aldemir,2015,2015,2012,2,53,career,"",Galatasaray/Turkey,82,240,1,2.3,0.7,4.3,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203128,Furkan,Aldemir,F. Aldemir,sixers,https://stats.nba.com/player/203128,https://stats.nba.com/media/players/230x185/203128.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203128.png,https://stats.nba.com/media/players/700/203128.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203128.png
203512,Lucas Nogueira,1992-07-26,92,1610612761,Raptors,TOR,Toronto,lucas_nogueira,2015,2018,2013,1,16,career,Brazil,Brazil/Brazil,84,220,4,3.2,0.5,2.8,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203512,Lucas,Nogueira,L. Nogueira,raptors,https://stats.nba.com/player/203512,https://stats.nba.com/media/players/230x185/203512.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203512.png,https://stats.nba.com/media/players/700/203512.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203512.png
203518,Alex Abrines,1993-08-01,,0,"","","",alex_abrines,2017,2019,2013,2,32,career,"",Spain,,,2,5.3,0.5,1.4,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203518,Alex,Abrines,A. Abrines,"",https://stats.nba.com/player/203518,https://stats.nba.com/media/players/230x185/203518.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203518.png,https://stats.nba.com/media/players/700/203518.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203518.png
203526,Raul Neto,1992-05-19,19,1610612755,76ers,PHI,Philadelphia,raul_neto,2016,2020,2013,2,47,2019-20,"",Murcia (Spain)/Brazil,73,180,4,4.4,1.6,1.1,,0.087,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203526,Raul,Neto,R. Neto,sixers,https://stats.nba.com/player/203526,https://stats.nba.com/media/players/230x185/203526.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203526.png,https://stats.nba.com/media/players/700/203526.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203526.png
203552,Seth Curry,1990-08-23,30,1610612742,Mavericks,DAL,Dallas,seth_curry,2014,2020,,,,2019-20,Duke,Duke/USA,74,185,6,12.5,2,2.3,,0.096,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203552,Seth,Curry,S. Curry,mavericks,https://stats.nba.com/player/203552,https://stats.nba.com/media/players/230x185/203552.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203552.png,https://stats.nba.com/media/players/700/203552.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203552.png
203585,Rodney McGruder,1991-07-29,19,1610612746,Clippers,LAC,LA,rodney_mcgruder,2017,2020,,,,2019-20,Kansas State,Kansas State/USA,76,205,3,3.2,0.6,2.5,,0.046,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203585,Rodney,McGruder,R. McGruder,clippers,https://stats.nba.com/player/203585,https://stats.nba.com/media/players/230x185/203585.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203585.png,https://stats.nba.com/media/players/700/203585.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203585.png
203613,Jonathon Simmons,1989-09-14,14,1610612755,76ers,PHI,Philadelphia,jonathon_simmons,2016,2019,,,,career,Houston,Houston/USA,78,195,4,8.3,1.9,2.4,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203613,Jonathon,Simmons,J. Simmons,sixers,https://stats.nba.com/player/203613,https://stats.nba.com/media/players/230x185/203613.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203613.png,https://stats.nba.com/media/players/700/203613.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203613.png
203895,Jordan McRae,1991-03-28,52,1610612765,Pistons,DET,Detroit,jordan_mcrae,2016,2020,2014,2,58,2019-20,Tennessee,Tennessee/USA,77,179,3,11.5,2.5,3.4,,0.093,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203895,Jordan,McRae,J. McRae,pistons,https://stats.nba.com/player/203895,https://stats.nba.com/media/players/230x185/203895.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203895.png,https://stats.nba.com/media/players/700/203895.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203895.png
203902,Semaj Christon,1992-11-01,6,1610612760,Thunder,OKC,Oklahoma City,semaj_christon,2017,2017,2014,2,55,career,Xavier,Xavier/USA,75,190,1,2.9,2,1.4,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203902,Semaj,Christon,S. Christon,thunder,https://stats.nba.com/player/203902,https://stats.nba.com/media/players/230x185/203902.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203902.png,https://stats.nba.com/media/players/700/203902.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203902.png
203917,Nik Stauskas,1993-10-07,1,1610612739,Cavaliers,CLE,Cleveland,nik_stauskas,2015,2019,2014,1,8,career,Michigan,Michigan/Canada,78,205,5,6.8,1.5,2.1,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203917,Nik,Stauskas,N. Stauskas,cavaliers,https://stats.nba.com/player/203917,https://stats.nba.com/media/players/230x185/203917.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203917.png,https://stats.nba.com/media/players/700/203917.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203917.png
203918,Rodney Hood,1992-10-20,5,1610612757,Trail Blazers,POR,Portland,rodney_hood,2015,2020,2014,1,23,2019-20,Duke,Duke/USA,80,208,5,11,1.5,3.4,,0.074,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203918,Rodney,Hood,R. Hood,blazers,https://stats.nba.com/player/203918,https://stats.nba.com/media/players/230x185/203918.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203918.png,https://stats.nba.com/media/players/700/203918.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203918.png
203924,Jerami Grant,1994-03-12,9,1610612743,Nuggets,DEN,Denver,jerami_grant,2015,2020,2014,2,39,2019-20,Syracuse,Syracuse/USA,80,210,5,11.8,1.3,3.5,,0.082,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203924,Jerami,Grant,J. Grant,nuggets,https://stats.nba.com/player/203924,https://stats.nba.com/media/players/230x185/203924.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203924.png,https://stats.nba.com/media/players/700/203924.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203924.png
203930,Sean Kilpatrick,1990-01-06,0,1610612751,Nets,BKN,Brooklyn,sean_kilpatrick,2015,2018,,,,career,Cincinnati,Cincinnati/USA,76,212,3,10.3,1.5,2.7,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203930,Sean,Kilpatrick,S. Kilpatrick,nets,https://stats.nba.com/player/203930,https://stats.nba.com/media/players/230x185/203930.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203930.png,https://stats.nba.com/media/players/700/203930.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203930.png
203933,T.J. Warren,1993-09-05,1,1610612754,Pacers,IND,Indiana,tj_warren,2015,2020,2014,1,14,2019-20,North Carolina State,North Carolina State/USA,80,220,5,19.6,1.5,4.2,,0.112,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203933,T.J.,Warren,T. Warren,pacers,https://stats.nba.com/player/203933,https://stats.nba.com/media/players/230x185/203933.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203933.png,https://stats.nba.com/media/players/700/203933.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203933.png
203934,Lamar Patterson,1991-08-12,,0,"","","",lamar_patterson,2016,2017,2014,2,48,career,Pittsburgh,Pittsburgh/USA,,,1,2.3,1.1,1.4,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203934,Lamar,Patterson,L. Patterson,"",https://stats.nba.com/player/203934,https://stats.nba.com/media/players/230x185/203934.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203934.png,https://stats.nba.com/media/players/700/203934.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203934.png
203937,Kyle Anderson,1993-09-20,1,1610612763,Grizzlies,MEM,Memphis,kyle_anderson,2015,2020,2014,1,30,2019-20,UCLA,UCLA/USA,81,230,5,5.8,2.3,4.3,,0.096,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203937,Kyle,Anderson,K. Anderson,grizzlies,https://stats.nba.com/player/203937,https://stats.nba.com/media/players/230x185/203937.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203937.png,https://stats.nba.com/media/players/700/203937.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203937.png
203954,Joel Embiid,1994-03-16,21,1610612755,76ers,PHI,Philadelphia,joel_embiid,2015,2020,2014,1,3,2019-20,Kansas,Kansas/Cameroon,84,280,3,24,3.2,11.9,,0.201,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203954,Joel,Embiid,J. Embiid,sixers,https://stats.nba.com/player/203954,https://stats.nba.com/media/players/230x185/203954.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203954.png,https://stats.nba.com/media/players/700/203954.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203954.png
203955,Bryce Cotton,1992-08-11,8,1610612762,Jazz,UTA,Utah,bryce_cotton,2015,2016,,,,career,Providence,Providence/USA,73,165,2,3.8,0.8,0.8,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203955,Bryce,Cotton,B. Cotton,jazz,https://stats.nba.com/player/203955,https://stats.nba.com/media/players/230x185/203955.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203955.png,https://stats.nba.com/media/players/700/203955.png,https://stats.nba.com/media/players/230x185/203955.png
203957,Dante Exum,1995-07-13,1,1610612739,Cavaliers,CLE,Cleveland,dante_exum,2015,2020,2014,1,5,2019-20,"",Australian Institute of Sport/Australia,77,214,4,4.5,1.1,1.9,,0.075,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203957,Dante,Exum,D. Exum,cavaliers,https://stats.nba.com/player/203957,https://stats.nba.com/media/players/230x185/203957.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203957.png,https://stats.nba.com/media/players/700/203957.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203957.png
203960,JaKarr Sampson,1993-03-20,14,1610612755,76ers,PHI,Philadelphia,jakarr_sampson,2015,2020,,,,2019-20,"St. John's, N.Y.",St. John's (NY)/USA,79,214,4,4.3,0.6,2.3,,0.066,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203960,JaKarr,Sampson,J. Sampson,sixers,https://stats.nba.com/player/203960,https://stats.nba.com/media/players/230x185/203960.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203960.png,https://stats.nba.com/media/players/700/203960.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203960.png
203961,Eric Moreland,1991-12-24,15,1610612761,Raptors,TOR,Toronto,eric_moreland,2015,2019,,,,career,Oregon State,Oregon State/USA,82,238,4,1.9,1,3.7,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203961,Eric,Moreland,E. Moreland,raptors,https://stats.nba.com/player/203961,https://stats.nba.com/media/players/230x185/203961.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203961.png,https://stats.nba.com/media/players/700/203961.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203961.png
203962,Josh Huestis,1991-12-19,34,1610612760,Thunder,OKC,Oklahoma City,josh_huestis,2016,2018,2014,1,29,career,Stanford,Stanford/USA,79,230,3,2.5,0.3,2.4,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203962,Josh,Huestis,J. Huestis,thunder,https://stats.nba.com/player/203962,https://stats.nba.com/media/players/230x185/203962.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203962.png,https://stats.nba.com/media/players/700/203962.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203962.png
203967,Dario Saric,1994-04-08,20,1610612756,Suns,PHX,Phoenix,dario_saric,2017,2020,2014,1,12,2019-20,"",Anadolu Efes (Turkey)/Croatia,82,225,3,10.4,1.8,6,,0.095,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203967,Dario,Saric,D. Saric,suns,https://stats.nba.com/player/203967,https://stats.nba.com/media/players/230x185/203967.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203967.png,https://stats.nba.com/media/players/700/203967.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203967.png
203998,Bruno Caboclo,1995-09-21,5,1610612761,Raptors,TOR,Toronto,bruno_caboclo,2015,2020,2014,1,20,2019-20,Brazil,Pinheiros/Brazil,81,218,5,2.7,0.4,2,,0.076,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203998,Bruno,Caboclo,B. Caboclo,raptors,https://stats.nba.com/player/203998,https://stats.nba.com/media/players/230x185/203998.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203998.png,https://stats.nba.com/media/players/700/203998.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203998.png
203999,Nikola Jokic,1995-02-19,15,1610612743,Nuggets,DEN,Denver,nikola_jokic,2016,2020,2014,2,41,2019-20,"",Mega Basket/Serbia,84,284,4,20.2,7,10,,0.18,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=203999,Nikola,Jokic,N. Jokic,nuggets,https://stats.nba.com/player/203999,https://stats.nba.com/media/players/230x185/203999.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203999.png,https://stats.nba.com/media/players/700/203999.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203999.png
204001,Kristaps Porzingis,1995-08-02,6,1610612742,Mavericks,DAL,Dallas,kristaps_porzingis,2016,2020,2015,1,4,2019-20,"",Cajasol Sevilla/Latvia,87,240,3,20,1.8,9.5,,0.128,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=204001,Kristaps,Porzingis,K. Porzingis,mavericks,https://stats.nba.com/player/204001,https://stats.nba.com/media/players/230x185/204001.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204001.png,https://stats.nba.com/media/players/700/204001.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204001.png
204002,Edy Tavares,1992-03-22,40,1610612737,Hawks,ATL,Atlanta,edy_tavares,2016,2017,2014,2,43,career,"",Cabo Verde,87,265,2,2.5,0.3,2.5,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=204002,Edy,Tavares,W. Tavares,hawks,https://stats.nba.com/player/204002,https://stats.nba.com/media/players/230x185/204002.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204002.png,https://stats.nba.com/media/players/700/204002.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204002.png
204022,Jack Cooley,1991-04-12,45,1610612762,Jazz,UTA,Utah,jack_cooley,2015,2018,,,,career,Notre Dame,Notre Dame/USA,82,274,1,2.9,0.3,2.4,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=204022,Jack,Cooley,J. Cooley,jazz,https://stats.nba.com/player/204022,https://stats.nba.com/media/players/230x185/204022.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204022.png,https://stats.nba.com/media/players/700/204022.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204022.png
204025,Tim Frazier,1990-11-01,,0,"","","",tim_frazier,2015,2020,,,,2019-20,Penn State,Penn State/USA,,,5,3.6,3.4,1.2,,0.068,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=204025,Tim,Frazier,T. Frazier,"",https://stats.nba.com/player/204025,https://stats.nba.com/media/players/230x185/204025.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204025.png,https://stats.nba.com/media/players/700/204025.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204025.png
204060,Joe Ingles,1987-10-02,2,1610612762,Jazz,UTA,Utah,joe_ingles,2015,2020,,,,2019-20,"",Maccabi Tel Aviv (Israel)/Australia,79,220,5,9.9,5.1,3.9,,0.095,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=204060,Joe,Ingles,J. Ingles,jazz,https://stats.nba.com/player/204060,https://stats.nba.com/media/players/230x185/204060.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204060.png,https://stats.nba.com/media/players/700/204060.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204060.png
204065,David Stockton,1991-06-24,5,1610612758,Kings,SAC,Sacramento,david_stockton,2015,2018,,,,career,Gonzaga,Gonzaga/USA,71,165,2,3,1.5,0.3,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=204065,David,Stockton,D. Stockton,kings,https://stats.nba.com/player/204065,https://stats.nba.com/media/players/230x185/204065.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204065.png,https://stats.nba.com/media/players/700/204065.png,https://stats.nba.com/media/players/230x185/204065.png
204066,John Holland,1988-11-06,,0,"","","",john_holland,2016,2019,,,,career,Boston U.,Boston U./USA,,,1,2.2,0.2,1,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=204066,John,Holland,J. Holland,"",https://stats.nba.com/player/204066,https://stats.nba.com/media/players/230x185/204066.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204066.png,https://stats.nba.com/media/players/700/204066.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204066.png
204067,Jarell Eddie,1991-10-30,31,1610612764,Wizards,WAS,Washington,jarell_eddie,2016,2018,,,,career,Virginia Tech,Virginia Tech/USA,79,218,2,2.6,0.1,0.9,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=204067,Jarell,Eddie,J. Eddie,wizards,https://stats.nba.com/player/204067,https://stats.nba.com/media/players/230x185/204067.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204067.png,https://stats.nba.com/media/players/700/204067.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204067.png
